50,50,50,54,57,0
50,50,50,54,57,0
50,50,54,57,57,0
50,50,54,57,57,0
50,62,0,0,0,0
50,62,0,0,0,0
50,66,0,0,0,0
50,66,0,0,0,0
45,45,45,49,52,0
45,45,45,49,52,0
45,45,49,52,52,0
45,45,49,52,52,0
45,57,0,0,0,0
45,57,0,0,0,0
45,61,0,0,0,0
45,61,0,0,0,0
47,47,47,50,54,0
47,47,47,50,54,0
47,47,50,54,54,0
47,47,50,54,54,0
47,59,0,0,0,0
47,59,0,0,0,0
47,62,0,0,0,0
47,62,0,0,0,0
42,42,42,45,49,0
42,42,42,45,49,0
42,42,45,49,49,0
42,42,45,49,49,0
42,54,0,0,0,0
42,54,0,0,0,0
42,57,0,0,0,0
42,57,0,0,0,0
43,43,43,47,50,0
43,43,43,47,50,0
43,43,47,50,50,0
43,43,47,50,50,0
43,55,0,0,0,0
43,55,0,0,0,0
43,59,0,0,0,0
43,59,0,0,0,0
38,38,38,42,45,0
38,38,38,42,45,0
38,38,42,45,45,0
38,38,42,45,45,0
38,50,0,0,0,0
38,50,0,0,0,0
38,54,0,0,0,0
38,54,0,0,0,0
43,43,43,47,50,0
43,43,43,47,50,0
43,43,47,50,50,0
43,43,47,50,50,0
43,55,0,0,0,0
43,55,0,0,0,0
43,59,0,0,0,0
43,59,0,0,0,0
45,45,45,49,52,0
45,45,45,49,52,0
45,45,49,52,52,0
45,45,49,52,52,0
45,57,0,0,0,0
45,57,0,0,0,0
45,61,0,0,0,0
45,61,0,0,0,0
50,50,50,54,57,78
50,50,50,54,57,78
50,50,54,57,57,78
50,50,54,57,57,78
50,62,78,0,0,0
50,62,78,0,0,0
50,66,78,0,0,0
50,66,78,0,0,0
45,45,45,49,52,76
45,45,45,49,52,76
45,45,49,52,52,76
45,45,49,52,52,76
45,57,76,0,0,0
45,57,76,0,0,0
45,61,76,0,0,0
45,61,76,0,0,0
47,47,47,50,54,74
47,47,47,50,54,74
47,47,50,54,54,74
47,47,50,54,54,74
47,59,74,0,0,0
47,59,74,0,0,0
47,62,74,0,0,0
47,62,74,0,0,0
42,42,42,45,49,73
42,42,42,45,49,73
42,42,45,49,49,73
42,42,45,49,49,73
42,54,73,0,0,0
42,54,73,0,0,0
42,57,73,0,0,0
42,57,73,0,0,0
43,43,43,47,50,71
43,43,43,47,50,71
43,43,47,50,50,71
43,43,47,50,50,71
43,55,71,0,0,0
43,55,71,0,0,0
43,59,71,0,0,0
43,59,71,0,0,0
38,38,38,42,45,69
38,38,38,42,45,69
38,38,42,45,45,69
38,38,42,45,45,69
38,50,69,0,0,0
38,50,69,0,0,0
38,54,69,0,0,0
38,54,69,0,0,0
43,43,43,47,50,71
43,43,43,47,50,71
43,43,47,50,50,71
43,43,47,50,50,71
43,55,71,0,0,0
43,55,71,0,0,0
43,59,73,0,0,0
43,59,74,0,0,0
45,45,45,49,52,74
45,45,45,49,52,0
45,45,49,52,52,0
45,45,49,52,52,0
45,57,0,0,0,0
45,57,0,0,0,0
45,61,0,0,0,0
45,61,0,0,0,0
50,50,50,74,78,0
50,50,50,57,66,74
50,50,57,57,66,74
50,50,57,57,66,74
50,50,57,62,66,74
50,50,57,62,66,74
50,50,57,66,66,74
50,50,57,66,66,74
45,45,45,61,64,73
45,45,45,61,64,73
45,45,52,61,64,73
45,45,52,61,64,73
45,57,73,76,0,0
45,57,73,76,0,0
45,61,73,76,0,0
45,61,73,76,0,0
47,47,47,54,62,71
47,47,47,54,62,71
47,47,54,54,62,71
47,47,54,54,62,71
47,59,71,74,0,0
47,59,71,74,0,0
47,62,71,74,0,0
47,62,71,74,0,0
42,42,42,49,57,69
42,42,42,49,57,69
42,42,49,49,57,69
42,42,49,49,57,69
42,54,69,73,0,0
42,54,69,73,0,0
42,57,69,73,0,0
42,57,69,73,0,0
43,43,43,50,59,67
43,43,43,50,59,67
43,43,50,50,59,67
43,43,50,50,59,67
43,55,67,71,0,0
43,55,67,71,0,0
43,59,67,71,0,0
43,59,67,71,0,0
38,38,38,54,57,66
38,38,38,54,57,66
38,38,45,54,57,66
38,38,45,54,57,66
38,50,66,69,0,0
38,50,66,69,0,0
38,54,66,69,0,0
38,54,66,69,0,0
43,43,43,50,59,67
43,43,43,50,59,67
43,43,50,50,59,67
43,43,50,50,59,67
43,55,67,71,0,0
43,55,67,71,0,0
43,59,67,71,0,0
43,59,67,71,0,0
45,45,45,61,64,64
45,45,45,61,64,64
45,45,52,61,64,64
45,45,52,61,64,64
45,57,64,73,0,0
45,57,64,73,0,0
45,61,64,73,0,0
45,61,64,73,0,0
50,50,50,57,62,66
50,50,50,57,62,66
50,50,57,57,62,66
50,50,57,57,62,66
50,62,66,66,78,0
50,62,66,66,78,0
50,66,66,66,78,0
50,66,66,66,78,0
45,45,45,64,69,76
45,45,45,61,64,64
45,45,52,61,64,64
45,45,52,61,64,64
45,45,57,61,64,64
45,45,57,61,64,64
45,45,61,61,64,64
45,45,61,61,64,64
47,47,47,54,62,62
47,47,47,54,62,62
47,47,54,54,62,62
47,47,54,54,62,62
47,59,62,62,74,0
47,59,62,62,74,0
47,62,62,62,74,0
47,62,62,62,74,0
42,42,42,49,57,61
42,42,42,49,57,61
42,42,49,49,57,61
42,42,49,49,57,61
42,54,61,64,73,0
42,54,61,64,73,0
42,57,61,64,73,0
42,57,61,64,73,0
43,43,43,59,62,71
43,43,43,50,59,59
43,43,50,50,59,59
43,43,50,50,59,59
43,43,50,55,59,59
43,43,50,55,59,59
43,43,50,59,59,59
43,43,50,59,59,59
38,38,38,54,57,57
38,38,38,54,57,57
38,38,45,54,57,57
38,38,45,54,57,57
38,50,57,69,69,0
38,50,57,69,69,0
38,54,57,69,69,0
38,54,57,69,69,0
43,43,43,59,67,71
43,43,43,50,59,59
43,43,50,50,59,59
43,43,50,50,59,59
43,43,50,55,59,59
43,43,50,55,59,59
43,59,59,66,71,71
43,59,59,66,71,71
45,45,45,61,61,64
45,45,45,61,61,64
45,45,52,61,61,64
45,45,52,61,61,64
45,57,61,67,73,0
45,57,61,67,73,0
45,61,61,67,73,0
45,61,61,67,73,0
50,50,50,62,62,66
50,50,50,57,62,62
50,50,57,57,62,62
50,50,57,57,62,62
50,50,57,62,62,62
50,50,57,62,62,62
50,50,57,62,62,66
50,50,57,62,62,66
45,45,45,61,64,69
45,45,45,61,61,64
45,45,52,61,61,64
45,45,52,61,61,64
45,45,57,61,61,64
45,45,57,61,61,64
45,45,61,61,61,64
45,45,61,61,61,64
47,47,47,59,66,74
47,47,47,54,59,62
47,47,54,54,59,62
47,47,54,54,59,62
47,47,54,59,59,62
47,47,54,59,59,62
47,47,54,59,62,62
47,47,54,59,62,62
42,42,42,57,66,81
42,42,42,49,57,57
42,42,49,49,57,57
42,42,49,49,57,57
42,42,49,54,57,57
42,42,49,54,57,57
42,42,49,57,57,57
42,42,49,57,57,57
43,43,43,50,55,59
43,43,43,50,55,59
43,43,50,50,55,59
43,43,50,50,55,59
43,55,55,59,67,0
43,55,55,59,67,0
43,55,59,59,67,0
43,55,59,59,67,0
38,38,38,54,62,69
38,38,38,54,54,57
38,38,45,54,54,57
38,38,45,54,54,57
38,38,50,54,54,57
38,38,50,54,54,57
38,54,54,66,66,69
38,54,54,66,66,69
43,43,43,55,62,67
43,43,43,50,55,59
43,43,50,50,55,59
43,43,50,50,55,59
43,43,50,55,55,59
43,43,50,55,55,59
43,55,59,66,71,74
43,55,59,66,71,74
45,45,45,52,61,64
45,45,45,52,61,64
45,45,52,52,61,64
45,45,52,52,61,64
45,52,55,57,59,62
45,52,55,57,59,62
45,52,55,59,61,62
45,52,55,59,61,62
50,50,50,57,62,66
50,50,50,57,62,66
50,50,57,57,62,66
50,50,57,57,62,66
50,62,62,66,74,0
50,62,62,66,74,0
50,62,62,66,66,0
50,62,62,66,66,0
45,45,45,61,64,69
45,45,45,61,61,64
45,45,52,61,64,64
45,45,52,61,64,64
45,45,57,61,64,64
45,45,57,61,64,64
45,45,61,61,64,66
45,45,61,61,64,66
47,47,47,62,66,74
47,47,47,54,62,62
47,47,54,54,62,66
47,47,54,54,62,66
47,47,54,59,62,62
47,47,54,59,62,62
47,47,54,62,62,62
47,47,54,62,62,62
42,42,42,66,73,81
42,42,42,49,57,66
42,42,49,49,57,66
42,42,49,49,57,66
42,42,49,54,57,64
42,42,49,54,57,64
42,42,49,57,57,64
42,42,49,57,57,64
43,43,43,50,59,62
43,43,43,50,59,62
43,43,50,50,59,62
43,43,50,50,59,62
43,55,59,67,76,0
43,55,59,67,76,0
43,59,59,67,79,0
43,59,59,67,79,0
38,38,38,62,69,78
38,38,38,54,57,62
38,38,45,54,57,62
38,38,45,54,57,62
38,38,50,54,57,66
38,38,50,54,57,66
38,54,66,66,69,73
38,54,66,66,69,73
43,43,43,50,59,62
43,43,43,50,59,62
43,43,50,50,59,62
43,43,50,50,59,62
43,55,55,67,67,71
43,55,55,67,67,71
43,55,59,66,67,71
43,55,59,66,67,71
45,45,45,64,69,0
45,45,45,61,64,64
45,45,52,61,64,67
45,45,52,61,64,67
45,45,57,61,64,66
45,45,57,61,64,66
45,45,61,61,64,64
45,45,61,61,64,64
50,50,50,54,62,74
50,50,50,54,57,62
50,50,54,57,57,64
50,50,54,57,57,64
50,50,50,57,62,66
50,50,50,57,62,66
50,50,50,57,62,66
50,50,50,57,62,66
45,45,45,52,61,69
45,45,45,52,61,61
45,45,52,52,61,64
45,45,52,52,61,64
45,45,57,61,61,64
45,45,57,61,61,64
45,45,61,61,61,64
45,45,61,61,61,64
47,47,47,62,62,66
47,47,47,54,62,62
47,47,54,54,62,62
47,47,54,54,62,62
47,47,54,59,62,66
47,47,54,59,62,66
47,47,54,62,62,66
47,47,54,62,62,66
42,42,42,49,57,69
42,42,42,49,57,69
42,42,49,49,57,67
42,42,49,49,57,67
42,54,57,66,81,0
42,54,57,66,81,0
42,57,57,64,83,0
42,57,57,64,83,0
43,43,43,59,62,79
43,43,43,50,59,59
43,43,50,50,59,59
43,43,50,50,59,59
43,55,55,55,67,71
43,55,55,55,67,71
43,55,55,59,67,73
43,55,55,59,67,73
38,38,38,57,74,78
